Tweet,sentiment
"RT @ethantblack: hey connor, what’s it like playing for the edmonton oilers? https://t.co/Njvkrp2BC0",1
"RT @EJ_Oilers: 'In the post-game dressing room after their 6-2 loss to the #Leafs, there wasn’t as much shock and anger as there was resign…",0
"@OilDoug Never, never  Bill Guerin...When he was playing for the #Oilers in 2001 he wanted out, so he quit on the Edmonton fans.
🗣️ Never Bill Guerin!!! Never!!!",1
"RT @ethantblack: hey connor, what’s it like playing for the edmonton oilers? https://t.co/Njvkrp2BC0",1
"RT @TheAHL: ""What this team is doing is special.""

Let the good times roll for the @Condors, who are putting together a win streak for the…",1
"I really hope so, but I doubt it... 'Is Daryl Katz ever going to fix the Edmonton Oilers?' https://t.co/6xrsXFu9q6",0
"RT @EJ_Oilers: 'In the post-game dressing room after their 6-2 loss to the #Leafs, there wasn’t as much shock and anger as there was resign…",0
"RT @Edmontonsun: Oilers in 60: How the Toronto Maple Leafs ruined quesadilla night
Are you a fan of quesadillas?

#yeg #Oilers 
 https://t.…",0
"RT @TheAHL: ""What this team is doing is special.""

Let the good times roll for the @Condors, who are putting together a win streak for the…",1
"RT @Senators: “Be you at your best, don’t try to be somebody else… That’s the leadership we need to have.”

Coach talks about the important…",1
Edmonton Oilers hitting the ice last night... That's Koskinen out front.... Must have a bad edge.... Still.... https://t.co/urNVImcoWD,0
"RT @ethantblack: hey connor, what’s it like playing for the edmonton oilers? https://t.co/Njvkrp2BC0",1
"RT @TheAHL: ""What this team is doing is special.""

Let the good times roll for the @Condors, who are putting together a win streak for the…",1
"RT @Edmontonsun: Oilers in 60: How the Toronto Maple Leafs ruined quesadilla night
Are you a fan of quesadillas?

#yeg #Oilers 
 https://t.…",0
"RT @Edmontonsun: Oilers in 60: How the Toronto Maple Leafs ruined quesadilla night
Are you a fan of quesadillas?

#yeg #Oilers 
 https://t.…",0
"RT @Edmontonsun: Oilers in 60: How the Toronto Maple Leafs ruined quesadilla night
Are you a fan of quesadillas?

#yeg #Oilers 
 https://t.…",0
"RT @EJ_Oilers: 'In the post-game dressing room after their 6-2 loss to the #Leafs, there wasn’t as much shock and anger as there was resign…",0
"Oilers in 60: How the Toronto Maple Leafs ruined quesadilla night
Are you a fan of quesadillas?

#yeg #Oilers 
 https://t.co/xzjTb63H0F https://t.co/eCgc2QlPHs",0
"RT @TheAHL: ""What this team is doing is special.""

Let the good times roll for the @Condors, who are putting together a win streak for the…",1
"RT @TheAHL: ""What this team is doing is special.""

Let the good times roll for the @Condors, who are putting together a win streak for the…",1
"RT @ethantblack: hey connor, what’s it like playing for the edmonton oilers? https://t.co/Njvkrp2BC0",1
"RT @TheAHL: ""What this team is doing is special.""

Let the good times roll for the @Condors, who are putting together a win streak for the…",1
"RT @TheAHL: ""What this team is doing is special.""

Let the good times roll for the @Condors, who are putting together a win streak for the…",1
"RT @TheAHL: ""What this team is doing is special.""

Let the good times roll for the @Condors, who are putting together a win streak for the…",1
"RT @TheAHL: ""What this team is doing is special.""

Let the good times roll for the @Condors, who are putting together a win streak for the…",1
"RT @Senators: “Be you at your best, don’t try to be somebody else… That’s the leadership we need to have.”

Coach talks about the important…",1
RT @ThePuck77: Puck77 is pleased to announce that Adam Kulak  (@_adamkulak) has joined our team as a contributor. He'll be covering the Veg…,1
"""What this team is doing is special.""

Let the good times roll for the @Condors, who are putting together a win streak for the record books. 

→https://t.co/1oCHnq14hT https://t.co/eFkpfcDinp",1
"RT @Senators: “Be you at your best, don’t try to be somebody else… That’s the leadership we need to have.”

Coach talks about the important…",1
"“Be you at your best, don’t try to be somebody else… That’s the leadership we need to have.”

Coach talks about the important role of his veterans and gives an update on his line-up ahead of tonight's game against the Edmonton Oilers. https://t.co/iCUG37z4SU",1
"brilliant article!  Some blood letting on behalf of sad Oiler fans!

Is Daryl Katz ever going to fix the Edmonton Oilers? https://t.co/IO5dox1inz",1
RT @HistoryOfFights: The Los Angeles Kings &amp; Edmonton Oilers set an NHL record for most  penalties in a game with 86.  The Oilers set a fra…,0
RT @ThePuck77: Puck77 is pleased to announce that Adam Kulak  (@_adamkulak) has joined our team as a contributor. He'll be covering the Veg…,1
RT @hockeynight: A kind stranger came through to make this family's hockey dream come true!  From @CBCEdmonton https://t.co/xpoPeJw6IV,1
@arvi Agree 100%. I feel bad for Oilers fans but 97 needs to get the hell out of Edmonton. It’s really sad to see his talent wasted on such a horrible team and it’s really bad for the league in general.,0
"RT @ethantblack: hey connor, what’s it like playing for the edmonton oilers? https://t.co/Njvkrp2BC0",1
"RT @AzorcanGlobal: The #Oilers vs the #Senators tomorrow. As bad as Eugene Melnyk has been as an owner, he’s had more success than Katz and…",1
"RT @ethantblack: hey connor, what’s it like playing for the edmonton oilers? https://t.co/Njvkrp2BC0",1
"RT @EJ_Oilers: 'In the post-game dressing room after their 6-2 loss to the #Leafs, there wasn’t as much shock and anger as there was resign…",0
"RT @EJ_Oilers: 'In the post-game dressing room after their 6-2 loss to the #Leafs, there wasn’t as much shock and anger as there was resign…",0
RT @HistoryOfFights: The Los Angeles Kings &amp; Edmonton Oilers set an NHL record for most  penalties in a game with 86.  The Oilers set a fra…,0
"This is why Willis is the best. He should run Oilers Media from now on. 
Honest, nuanced, willing to be corrected, great writer, backs up his opinions, and never one to be a ""hot taker"" 
Willis for President of Edmonton Media https://t.co/iosmjjb0CR",1
"RT @ethantblack: hey connor, what’s it like playing for the edmonton oilers? https://t.co/Njvkrp2BC0",1
"RT @EJ_Oilers: 'In the post-game dressing room after their 6-2 loss to the #Leafs, there wasn’t as much shock and anger as there was resign…",0
RT @MikeInBuffalo: Johnsson makes it 5-1 #Leafs. I heard a TSN Radio host from Edmonton say that McDavid-Draisaitl was better than Matthews…,1
RT @Zeisberger: Draisaitl turns both Muzzin and Hainsey inside out before finishing off a nifty deke. #oilers 1 #leafs 0. Toronto off to it…,1
RT @HistoryOfFights: The Los Angeles Kings &amp; Edmonton Oilers set an NHL record for most  penalties in a game with 86.  The Oilers set a fra…,0
"'In the post-game dressing room after their 6-2 loss to the #Leafs, there wasn’t as much shock and anger as there was resignation that the current version of the #Oilers simply isn’t good enough'

@Rob_Tychkowski #LetsGoOilers #NHL
https://t.co/iiRlhwju0C",0
"RT @ethantblack: hey connor, what’s it like playing for the edmonton oilers? https://t.co/Njvkrp2BC0",1
"RT @ethantblack: hey connor, what’s it like playing for the edmonton oilers? https://t.co/Njvkrp2BC0",1
"The Los Angeles Kings &amp; Edmonton Oilers set an NHL record for most  penalties in a game with 86.  The Oilers set a franchise record with 45.   In the end the two teams combined for 356 PIMs. 02.28.90 #HFH Here it is condensed down to 15 minutes of mayhem: 
https://t.co/ABwAILormB",0
"RT @ethantblack: hey connor, what’s it like playing for the edmonton oilers? https://t.co/Njvkrp2BC0",1
RT @hockeynight: A kind stranger came through to make this family's hockey dream come true!  From @CBCEdmonton https://t.co/xpoPeJw6IV,1
"RT @ethantblack: hey connor, what’s it like playing for the edmonton oilers? https://t.co/Njvkrp2BC0",1
"RT @ethantblack: hey connor, what’s it like playing for the edmonton oilers? https://t.co/Njvkrp2BC0",1
"RT @ethantblack: hey connor, what’s it like playing for the edmonton oilers? https://t.co/Njvkrp2BC0",1
"RT @ethantblack: hey connor, what’s it like playing for the edmonton oilers? https://t.co/Njvkrp2BC0",1
"RT @ethantblack: hey connor, what’s it like playing for the edmonton oilers? https://t.co/Njvkrp2BC0",1
Nickelback sucks less than edmonton oilers,0
RT @hockeynight: A kind stranger came through to make this family's hockey dream come true!  From @CBCEdmonton https://t.co/xpoPeJw6IV,1
"Thursday, February 2019: NHL games airing at 123BSB -Hell’s Kitchen, NY
-Minnesota vs NY Rangers 7pm
-Ottawa vs NJ Devils 7pm
-NY Islanders vs Edmonton Oilers 9pm",0
RT @Bulavinaka: Hunter is in the House and welcoming the Alberta Teacher’s to Edmonton and the @yegconvention @EdmontonOilers @Oil_Foundati…,1
RT @hockeynight: A kind stranger came through to make this family's hockey dream come true!  From @CBCEdmonton https://t.co/xpoPeJw6IV,1
RT @Bulavinaka: Hunter is in the House and welcoming the Alberta Teacher’s to Edmonton and the @yegconvention @EdmontonOilers @Oil_Foundati…,1
"@alex_faust There lies the problem; u r NOT covering BOTH teams, u r covering Los Angeles Kings AND the team they’re playing from Kings perspective ... being objective is one thing, being detached&amp;sterile is another ... Los Angeles Kings Will Be Back&amp; I couldn’t care less what Dallas does",0
BestPrice Canada -Los Angeles Kings  NHL Fan Fashion JERSEY/Shirt  MAJESTIC  Womens Small  NWT $55 https://t.co/ZU8UTgTwR9 https://t.co/sdX6AlPQRN,1
BestPrice Canada -GORD LABOSSIERE - Hand-Signed Autograph Los Angeles Kings 4X6 NHL Hockey Photo  https://t.co/ZXHkcBLNC3 https://t.co/YVwjLiU6Z8,1
"In lost season, Kings can at least find some answers – Los Angeles Times https://t.co/ZE6QWtUzrB https://t.co/RuO4aUoBYo",0
"Hintz's goal in OT gives Stars 4-3 victory over Kings
Roope Hintz scored 3:19 into overtime and the Dallas Stars defeated the Los Angeles Kings 4-3 on OT.

#lakings #dallasstars #staplescenter #ak11 #anzekopitar #icehockey #slovenia #nhl @AnzeKopitar https://t.co/44RwqM70yE",0
Stars send Kings to 10th straight loss on Hintz OT goal https://t.co/AAPnMtGVNQ via @nhl,0
Roope Hintz scored at 3:19 of OT to give the Stars a 4-3 win at the Kings. Dallas moved into the first Western wild card. It was the 10th straight loss for L.A. https://t.co/C6Bu9zvKiA,1
"RT @DefendingBigD: Redemption on the West Coast as Stars Win in Overtime Against Kings

It wasn’t pretty, but two points are two points and…",1
THANK GOD https://t.co/VS5TxGZNUT https://t.co/KjKhMmvVfz,1
"Redemption on the West Coast as Stars Win in Overtime Against Kings

It wasn’t pretty, but two points are two points and hey, the Stars are back in the playoffs! https://t.co/2VXN9Hejs6 https://t.co/1tRWL47Su5",1
RT @fanshop7: Los Angeles Kings Alec Martinez Hooligan Sports white shirt XL men NHL https://t.co/XMnzawXru6 https://t.co/TeDy7jCenb,0
"Kings lead 3-2 through 40 minutes, SOG are 21-15 in favor of Los Angeles.",1
Los Angeles Kings Alec Martinez Hooligan Sports white shirt XL men NHL https://t.co/XMnzawXru6 https://t.co/TeDy7jCenb,0
Which LA Kings Player is Most Likely to Forget Valentine's Day? https://t.co/AyaWzhcm1P https://t.co/YxpfO3YUYG,0
Los Angeles Kings going back out to battle! #VIP #gokingsgo👑 @ Staples Center https://t.co/wZOuHaGRo5,0
Watch live now : Los Angeles Kings - Dallas Stars - NHL - Free NHL link live stream https://t.co/60PrgItQqc,1
📲| Your Dallas Stars are now playing the Los Angeles Kings #GoStars #DALvsLAK,1
"Watch live: Dallas Stars – Los Angeles Kings (NHL) - Free NHL Live Streams, Link AceStream, Link sopcast https://t.co/tokfYhTLf5",1
"Coyotes up 3-1 on the Brad Richardson hat trick. Been eight-and a half years since he last had one of those; scored three in a 6-4 game for the Los Angeles Kings against the Colorado Avalanche. 

Just took the Coyotes goal lead and set a career-high with 15 goals this year.",0
"Watch live now : Los Angeles Kings vs Dallas Stars (2019-02-28 22:30) - Free NHL Live Streams link on HD, Link AceStream, Link sopcast https://t.co/5WCAT1eZvi https://t.co/hGj4bCLF4z",1
The Islanders Acquisition of Butch Goring in a trade with the Los Angeles Kings in 1980 was a big reason why the Islanders won 4 Straight Stanley Cups. https://t.co/OOE2OsMmfj,1
RT @HistoryOfFights: The Los Angeles Kings &amp; Edmonton Oilers set an NHL record for most  penalties in a game with 86.  The Oilers set a fra…,0
RT @JFTC_Kings: The #LAKings are trying to avoid making it ten embarrassing losses in a row. The visiting Dallas Stars desperately need poi…,0
help https://t.co/8lpPOyK0fL,1
"The #LAKings are trying to avoid making it ten embarrassing losses in a row. The visiting Dallas Stars desperately need points to launch themselves into the playoffs. Our preview and/or existential crisis, here:  https://t.co/qTCQSomiyq",0
Los Angeles Kings 2012 Stanley Cup Championship Ring -  https://biggamerings. ... https://t.co/V6sp8Qggo3 https://t.co/1uUVwaKTGd,1
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
Los Angeles Kings @ Carolina Hurricanes Game 63 Recap: Another Embarrassment as Kings Fall 6-1 https://t.co/KDQqDsnTMA https://t.co/xquCqXao2u,0
Who's the Best Video Gamer on the LA Kings? https://t.co/BB1bXX1h3b https://t.co/jhETzPU6ML,1
"Monty on where the Stars are at in the standings: ""We directly talked about where we are and if people didn't realize it and realize the desperation we need to play with."" https://t.co/19Ra3JpUoJ",0
Benn to miss second straight game with injury as Stars face Kings https://t.co/0ahkGxwGxD via @NHLdotcom,0
"As of this morning, the Dallas Stars have fallen out of the wild card playoff spot in the West. Stars coach Jim Montgomery talks about what kind of impact this has had on the team ahead of their game tonight against the Los Angeles Kings. #ReportingSport
https://t.co/7CTyHKCPDm",0
Los Angeles Clippers vs. Sacramento Kings - 3/1/2019 Free Pick &amp; NBA Betting Prediction -  https://t.co/HwWObpChds,1
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
"The Los Angeles Kings have students from the National Hockey League and the National Hockey League Players' Association's Future Goals Program. The program includes a web-based class that uses hockey to teach math and science concepts. 
Story by: @LAKings 
Tweet by: @kiera_peace https://t.co/LOdC3zQdPg",1
Up/Down: Matt Luff (F) | Ontario Reign -&gt; Los Angeles Kings | https://t.co/0qPF8tZogm #NHL,1
"Hockey Night in LA: Retta ('Good Girls', 'Parks &amp; Recreation') to be Celebrity Guest of Honor Saturday vs. Chicago https://t.co/5BbWeaN2VH https://t.co/CtkdfKpx4R",1
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
LOS ANGELES: Miami icon Dwyane Wade banked in a buzzer-beating three-pointer to lift the Heat to a 126-125 victory over the reigning NBA... https://t.co/RDXU7N4PmS https://t.co/peQXdgs2m6,0
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
"@hockeynight @NHLFlames Jarome Arthur-Leigh Adekunle Tig Junior Elvis Iginla is a Canadian former professional ice hockey forward. He played over 1500 games in the NHL for the Calgary Flames, Pittsburgh Penguins, Boston Bruins, Colorado Avalanche and Los Angeles Kings 

📚 https://t.co/bygBeiys7g",1
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
"NHL Rumors: Vancouver Canucks, Toronto Maple Leafs, and the Los Angeles Kings: At least three teams checked on Edler Rick Dhaliwal: Elliotte Friedman was on Sportsnet 650 and said that the Calgary Flames were after Vancouver Canucks defenseman Alexander… https://t.co/YP46df5B3z",1
I put my personal 3-game Stars win streak at Staples Center on the line tonight. At least I’ll get dinner and beer at Lowry’s. https://t.co/HZRezI6DEg https://t.co/daGkI0Nlvm,1
RT @HistoryOfFights: The Los Angeles Kings &amp; Edmonton Oilers set an NHL record for most  penalties in a game with 86.  The Oilers set a fra…,0
"Heads up, hockey fans &amp; PCDA supporters! We're having an Awareness Night at the @LAKings vs. @AnaheimDucks game on Saturday, March 23. A portion of each ticket purchased through this link will come back to PCDA to support the children &amp; families we serve: https://t.co/YTC9E5fA3c https://t.co/9Ck5fGjJXn",1
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
RT @HistoryOfFights: The Los Angeles Kings &amp; Edmonton Oilers set an NHL record for most  penalties in a game with 86.  The Oilers set a fra…,0
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
RT @HistoryOfFights: The Los Angeles Kings &amp; Edmonton Oilers set an NHL record for most  penalties in a game with 86.  The Oilers set a fra…,0
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
"The Los Angeles Kings &amp; Edmonton Oilers set an NHL record for most  penalties in a game with 86.  The Oilers set a franchise record with 45.   In the end the two teams combined for 356 PIMs. 02.28.90 #HFH Here it is condensed down to 15 minutes of mayhem: 
https://t.co/ABwAILormB",0
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
"We're updating this landing page every day with Lakers' odds to make the playoffs, tiebreaker scenarios, remaining schedules, etc. 

Big movement last night after Lakers win + Clippers/Kings losses https://t.co/Q5XkEnQJAx",1
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
@JustRyCole same for me but adding the (og los angeles) raiders and the los angeles kings. beyond (sports) depressing.,0
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
RT @DallasStars: IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM toni…,0
"IT'S GAME DAY! Next stop on this road trip for the Stars is in Los Angeles where they'll take on the Kings at 9:30 PM tonight. 

#GoStars | @Toyota https://t.co/d67SnJtF8w",0
"@DallasStars @Lexus ""Ben Bishop kept the Stars in this one tonight. We'll be in Los Angeles to play the Kings on Thursday. ""  This is absolutely true.  He also made that bonehead play to allow the winning goal, so I guess it's a push 😬",1
The Kings will continue their 4-game homestand playing their 2nd game of it for an interdivision matchup with the Los Angeles Clippers on Friday night.,1
@AnaheimDucks I hate all these “fans” who actively root for the team to lose or tank this season. That’s mosquito dick chirpery and all the helicopter dick fans root till the final horn sounds on the season. As long as we are above the trash of Los Angeles known as the Kings... #DBAP 🚁🍆🏒🥅,0
BestPrice Canada -Los Angeles Kings  NHL Fan Fashion JERSEY/Shirt  MAJESTIC  Womens Medium NWT $55 https://t.co/iXswxcTsTx https://t.co/RASZtIKlZR,1
Los Angeles Kings @ Carolina Hurricanes Game 63 Recap: Another Embarrassment as Kings Fall 6-1 https://t.co/iZcejaYhdD https://t.co/gyJxSUGPgE,0
"LOS ANGELES: Miami icon Dwyane Wade banked in a buzzer-beating three-pointer to lift the Heat to a 126-125 victory over the reigning NBA champion Golden State Warriors on Wednesday.Wade, who announced before the season that he would retire after this.. https://t.co/MQncuH1XMt",1
"The next player coming from the Canucks Alumni is Dave Babych. He played 19 seasons in the NHL and two All Star games. He's played for the Winnipeg Jets, Hartford Whalers, Vancouver Canucks, Philadelphia Flyers &amp; Los Angeles Kings. #hockey4food #exciting #NHL https://t.co/wxbTF6xigc",1
"@ABC7Jory I'm
very disappointed Los Angeles Kings not great team improve already won 2-time Stanley Cup Champion did it!",0
"The Los Angeles Lakers had to get this one since the Clippers, Sacramento Kings, and Minnesota Timberwolves lost today. The San Antonio Spurs won, so at least they kept pace with them.",1
"RT @FlyByKnite: 7.) San Antonio Spurs: 29 losses
8.) LA Clippers: 29 losses
-- Sacramento Kings: 30 losses
-- Los Angeles Lakers: 31 losses…",0
"7.) San Antonio Spurs: 29 losses
8.) LA Clippers: 29 losses
-- Sacramento Kings: 30 losses
-- Los Angeles Lakers: 31 losses
-- Minnesota Timberwolves: 32 losses",0
Next #Blackhawks game is Saturday at Los Angeles Kings @ 3PM CT! The Hawks record now improves to 27-28-9 on the year! #NHL #PushForThePlayoffs #BelieveInOneGoal #HockeyTwitter #RedMachine,1
Happy Birthday bb! @ Los Angeles Kings Valley Ice Center https://t.co/tL3nsHWBhB,1
RT @NotDeadRyanDunn: Hi I'm the Los Angeles Kings and welcome to Jackass,1
#OTD in 1975 the French Connection each has a goal as the Buffalo Sabres score four times in 7 minutes in the 3rd while Roger Crozier posts his 9th shutout as a Buffalo Sabre in the 5-0 defeat of the Los Angeles Kings. The win extended the Sabres unbeaten streak to 13 games https://t.co/lyT8do3fFs,1
"ICYMI: With a 6-1 win over the Los Angeles Kings, the Hurricanes moved to third place in the Metropolitan Division.
https://t.co/2LwEfHgdxf",1
"@lakingsinsider @LAKings Tough season for us Kings fans. The way it’s going, we may rejoice with the following.....  “With the first pick in the 2019 NHL Draft, the Los Angeles Kings select....... Jack Hughes”.  👍",1
Dallas Stars vs. Los Angeles Kings – 2/28/2019 Free Pick &amp; NHL Betting Prediction -  https://t.co/k4R6TdShKr,1
"@DarylEvans15 @JrKingsHockey Howe (SIC) much do Canadians die inside when they witness a team from Los Angeles come into their province and win a big tournament? BTW, original 1967-68 Kings unis are GOAT. If only the NHL Kings had never discarded them.",1
Off-Day Watch 2/27: Bunch of jerks https://t.co/qQP4Z7tKHs,0
"Feels like every Hurricane scored last night except Justin Williams. How rude. Take a look at a few more numbers on yesterday’s #LAKings loss, and then check in on other points of interest across the league. https://t.co/88KO9M4p26",1
Featured #LA Sports Fan Merch via email? Sign me up! https://t.co/487zJjyoPF,1
"RT @JFTC_Kings: As the #LAKings failed to thrill us at the trade deadline, Michael looks to the nostalgia bank to get revved up in this wee…",0
About Last Night: Complete Domination  https://t.co/UybtV4wKk4,0
"RT @DallasStars: Ben Bishop kept the Stars in this one tonight. We'll be in Los Angeles to play the Kings on Thursday.

#GoStars | @Lexus h…",1
Lakers losing. Kings got washed last night. Dodgers been playin lately? Los Angeles just ain’t winning rn 😭,0
RT @CanesandCoffee: ICYMI...Recap and player notes from #Canes resounding 6-1 win over #GoKingsGo are here=&gt;  https://t.co/jMLPHHPTL7  #Tak…,1
ICYMI...Recap and player notes from #Canes resounding 6-1 win over #GoKingsGo are here=&gt;  https://t.co/jMLPHHPTL7  #TakeWarning,1
"RT @DallasStars: Ben Bishop kept the Stars in this one tonight. We'll be in Los Angeles to play the Kings on Thursday.

#GoStars | @Lexus h…",1
"Teuvo Teravainen had a goal and three assists for the Hurricanes, who handed the Kings their ninth straight loss, 6-1. https://t.co/okVjCp3zIK",0
RT @trump_nhl: The climbing Carolina Hurricanes are beginning to WIN which is the TOTAL OPPOSITE of the lackadaisical Los Angeles Kings. Yo…,1
"RT @DallasStars: Ben Bishop kept the Stars in this one tonight. We'll be in Los Angeles to play the Kings on Thursday.

#GoStars | @Lexus h…",1
"RT @DallasStars: Ben Bishop kept the Stars in this one tonight. We'll be in Los Angeles to play the Kings on Thursday.

#GoStars | @Lexus h…",1
"RT @NHLdotcom: Teuvo Teravainen had a goal and three assists for the Hurricanes, who handed the Kings their ninth straight loss, 6-1.

http…",0
"Hurricanes score six, send Kings to ninth straight loss https://t.co/KVzmVvbvfD via @NHLdotcom",0
"Hurricanes score six, send Kings to ninth straight loss https://t.co/5TOMdX3tls via @NHLdotcom",0
"Hurricanes score six, send Kings to ninth straight loss https://t.co/oRDyKm0WJZ via @NHLdotcom",0
Los Angeles Kings @ Carolina Hurricanes Game 63 Recap: Another Embarrassment as Kings Fall 6-1 https://t.co/J3hjD3itzQ https://t.co/gyJxSUGPgE,0
"RT @DallasStars: Ben Bishop kept the Stars in this one tonight. We'll be in Los Angeles to play the Kings on Thursday.

#GoStars | @Lexus h…",1
"RT @DallasStars: Ben Bishop kept the Stars in this one tonight. We'll be in Los Angeles to play the Kings on Thursday.

#GoStars | @Lexus h…",1
RT @ep_transfers: Up/Down: Kurtis MacDermid (D) | Ontario Reign -&gt; Los Angeles Kings | https://t.co/qsIZp857cw #NHL,1
RT @ep_transfers: Up/Down: Michael Amadio (F) | Los Angeles Kings -&gt; Ontario Reign | https://t.co/bp4oPBLoC9 #AHL,1
One of the all time great names in all of sport: Rogie Vachon! Remember most for his time as a very good Goalie for the Los Angeles Kings. https://t.co/yZWuHLqUck,1
"Making good on the decision to forego any moves at the deadline, the Carolina Hurricanes returned to the ice with a crushing win over the Los Angeles Kings:

https://t.co/XJk0Nf28Nb",1
"RT @DallasStars: Ben Bishop kept the Stars in this one tonight. We'll be in Los Angeles to play the Kings on Thursday.

#GoStars | @Lexus h…",1
"RT @DallasStars: Ben Bishop kept the Stars in this one tonight. We'll be in Los Angeles to play the Kings on Thursday.

#GoStars | @Lexus h…",1
"RT @DallasStars: Ben Bishop kept the Stars in this one tonight. We'll be in Los Angeles to play the Kings on Thursday.

#GoStars | @Lexus h…",1
"RT @DallasStars: Ben Bishop kept the Stars in this one tonight. We'll be in Los Angeles to play the Kings on Thursday.

#GoStars | @Lexus h…",1
"RT @DallasStars: Ben Bishop kept the Stars in this one tonight. We'll be in Los Angeles to play the Kings on Thursday.

#GoStars | @Lexus h…",1
"RT @DallasStars: Ben Bishop kept the Stars in this one tonight. We'll be in Los Angeles to play the Kings on Thursday.

#GoStars | @Lexus h…",1
"RT @DallasStars: Ben Bishop kept the Stars in this one tonight. We'll be in Los Angeles to play the Kings on Thursday.

#GoStars | @Lexus h…",1
